item_id,unit_type,query_id,arm,unit_index,question,text,source_span_text,atomic,self_contained,verifiable,unresolved_pronoun,span_aligned,rewrite_faithful,fact_coverage,fact_coverage_notes,error_type,notes
item-000022,a2_claim,-7824075627194227170,old_old,3,When was the commission fir sc/st established?,"The commission was reconstituted in 1992 under the 65th Amendment, maintaining the name National Commission for Scheduled Castes and Scheduled Tribes.",it was reconstituted under the 65th Amendment as the National Commission for Scheduled Castes and Scheduled Tribes,1,0,NA,NA,0,0,NA,,unresolved_reference;span_misaligned;meaning_changed,
item-000419,a2_case,-4456614433280196572,new_old,1,What season does meredith and derek get married in grey's anatomy?,Meredith and Derek get married in season five [3].,- Meredith and Derek are married in the fifth season of the show.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000408,a2_claim,4183252176965080529,new_old,1,When does the new independence day come out?,"Independence Day: Resurgence was released in the United States on June 24, 2016.","was released in the United States on June 24, 2016",1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000072,a2_claim,-4286108617234818000,new_old,2,When does the new super troopers movie come out?,Fox Searchlight Pictures was the distributor of Super Troopers 2.,was released by Fox Searchlight Pictures,1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000436,a2_case,-1859261645300630518,old_new,1,When does steve come back in shameless season 5?,I don't know. [2],,NA,NA,NA,NA,NA,NA,NA,no facts in a1,,
item-000243,a1_sentence,-3228483207040151533,old,2,What bodies of water surround cabo san lucas?,[2][3],,NA,0,0,0,NA,NA,NA,,citation_only,
item-000205,a2_case,6514531923811923780,old_new,1,When does disney's food and wine festival end?,"The Disney's Food and Wine Festival ends on November 13 [1] and also ends on November 12th, 2018 [2]. [1][2]","- The Disney's Food and Wine Festival concluded on November 13.
- The Disney's Food and Wine Festival also concluded on November 12, 2018.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000344,a2_case,-5333049627570569397,old_old,1,When did the song can't touch this come out?,"The song ""U Can't Touch This"" came out on February 12, 1990 [3][4].","- ""U Can't Touch This"" was released on February 12, 1990.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000268,a2_case,4474597907223412132,old_old,1,Who were the two astronauts who stayed a year on the iss?,The two astronauts who stayed a year on the ISS were Scott Kelly (NASA / USA) and Mikhail Korniyenko (Roscosmos / Russia). [2],- Scott Kelly is an astronaut from NASA in the USA who spent a year on the ISS.,NA,NA,NA,NA,NA,NA,partial,"lost fact description ""Mikhail Korniyenko is a astronaut from Roscosmos in the Russia who spent a year on the ISS""",fact_omission,
item-000068,a2_claim,-4286108617234818000,old_new,1,When does the new super troopers movie come out?,"Super Troopers 2 was released on April 20, 2018.","The new Super Troopers movie, Super Troopers 2, was released on April 20, 2018",1,1,NA,NA,1,1,NA,,,
item-000063,a2_claim,586233275728240023,new_new,1,What is the os of samsung smart tv?,Samsung smart TVs use the Tizen operating system.,The operating system of Samsung smart TVs is Tizen,1,1,NA,NA,1,1,NA,,,
item-000221,a2_case,743600309736467122,new_old,1,When was on the revolutions of the heavenly spheres published?,"""On the Revolutions of the Heavenly Spheres"" was published in 1543 [1][4].","- The title of the work is 'On the Revolutions of the Heavenly Spheres'.
- The work was published in the year 1543.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000108,a2_claim,-99543908387769967,old_new,2,Who does sansa marry on game of thrones?,Sansa Stark was initially arranged to marry Willas Tyrell.,"However, there are multiple marriages mentioned in the evidence: she is initially set to marry Willas Tyrell [1], then later marries Ramsay Bolton [4], and finally agrees to marry Tyrion Lannister [5].",1,1,NA,NA,1,1,NA,,,
item-000483,a2_claim,2221044921312683785,new_old,1,When did the apple tv 4k come out?,"The Apple TV 4K model was officially announced by Apple on September 12, 2017.","The 5th generation Apple TV, named Apple TV 4K, was announced on September 12, 2017",1,1,NA,NA,1,1,NA,,,
item-000402,a2_case,4183252176965080529,old_old,1,When does the new independence day come out?,"The new Independence Day, ""Independence Day: Resurgence,"" was released on June 24, 2016 [2]. It was originally scheduled for July 2016 but was rescheduled multiple times, with the final release date announced as June 24, 2016 [1]. [2][1]","- Independence Day: Resurgence was officially released on June 24, 2016.
- The film's initial release date was set for July 2016, but the schedule was changed several times.
- After multiple rescheduling events, the final confirmed release date for Independence Day: Resurgence was June 24, 2016.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000484,a2_case,2221044921312683785,new_old,1,When did the apple tv 4k come out?,"The 5th generation Apple TV, named Apple TV 4K, was announced on September 12, 2017 [2].","- The Apple TV 4K model was officially announced by Apple on September 12, 2017.",NA,NA,NA,NA,NA,NA,partial,"lost modifying description ""The 5th generation Apple TV""",fact_omission,
item-000399,a2_claim,4183252176965080529,old_old,1,When does the new independence day come out?,"Independence Day: Resurgence was officially released on June 24, 2016.","was released on June 24, 2016",1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000416,a2_case,-4456614433280196572,old_new,1,What season does meredith and derek get married in grey's anatomy?,Meredith and Derek get married in season five [3].,- Meredith and Derek are married in the fifth season of the show.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000537,a2_claim,-8286966211355378010,new_new,3,What is the objective of tour de france?,The Tour de France spans a total of 23 days.,over 23 days,1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000186,a2_case,6619094979746662600,new_old,1,Who wrote brown eyes by destiny's child?,I don't know. [5],,NA,NA,NA,NA,NA,NA,NA,no facts in a1,,
item-000521,a2_claim,-8286966211355378010,old_old,2,What is the objective of tour de france?,The race consists of multiple single-day stages.,through a series of day-long stages,1,0,NA,NA,0,0,NA,,unresolved_reference;span_misaligned;meaning_changed,
item-000090,a1_sentence,-9141149438582194391,new,1,Who has scored the highest number of runs in test cricket?,"The evidence [2] states that the player in question is the only individual to have scored more than 30,000 runs in all forms of international cricket (Tests, ODIs, and Twenty20 Internationals).",,NA,0,0,0,NA,NA,NA,,meta_nonclaim,
item-000639,a2_case,-4995398567532229571,new_new,1,When did ragtime flourished in the united states?,"Ragtime flourished in the United States during the late 19th century, from around the 1890s onward [1][3].","- Ragtime was a popular musical genre in the United States during the late 19th century, emerging and gaining prominence from around the 1890s.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000241,a2_case,6962706727076805207,new_new,1,What kind of car in to catch a thief?,"A bait car used to catch a thief is typically a vehicle that is modified with audio/video surveillance technology, GPS tracking, and possibly a ""kill switch"" for remote disabling [1][3].","- Bait cars often include audio/video surveillance technology, GPS tracking, and a kill switch for remote disabling.",NA,NA,NA,NA,NA,NA,partial,"lost modifying description ""bait car used to catch a thief""",fact_omission,
item-000539,a1_sentence,4150448921344430432,old,1,Who were the original twins in everybody loves raymond?,The original twins in Everybody Loves Raymond were Matthew and Gregory [5].,,1,1,1,0,NA,NA,NA,,,
item-000479,a2_case,2221044921312683785,old_old,1,When did the apple tv 4k come out?,"The Apple TV 4K was announced on September 12, 2017 [2]. It started shipping later, but the evidence does not specify an exact release date [2]. [2]","- The Apple TV 4K was officially announced by Apple on September 12, 2017.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000445,a2_claim,3605104154738105404,old_old,1,What episode does jason gideon die in criminal minds?,"Jason Gideon is a character who dies in the TV show Criminal Minds in the Season 10 episode titled ""Nelson's Sparrow"".","Jason Gideon dies in the Season 10 episode ""Nelson's Sparrow""",1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000296,a2_claim,-5036947181661390825,old_old,1,When was the vietnam veterans war memorial built?,"The Vietnam Veterans Memorial was constructed and officially dedicated on November 13, 1982.","The Vietnam Veterans Memorial was built and dedicated on November 13, 1982",1,1,NA,NA,1,1,NA,,,
item-000626,a1_sentence,-4995398567532229571,old,1,When did ragtime flourished in the united states?,"Ragtime flourished in the United States during the latter part of the 19th century, particularly in the 1890s [1][3].",,1,1,1,0,NA,NA,NA,,,
item-000495,a2_claim,6257465985316109835,new_new,1,Who is the main character in liv and maddie?,Dove Cameron plays the role of Liv in the television series Liv and Maddie.,Dove Cameron is the main character in Liv and Maddie,1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000182,a2_case,6619094979746662600,old_old,1,Who wrote brown eyes by destiny's child?,"I don't know. [None of the provided evidence mentions Destiny's Child or the composition of ""Brown Eyes"" by that group.]",,NA,NA,NA,NA,NA,NA,NA,no facts in a1,,
item-000630,a2_claim,-4995398567532229571,old_old,2,When did ragtime flourished in the united states?,"By the start of the 20th century, ragtime was widely popular throughout North America.","The evidence indicates that more sophisticated African‑American styles, including ragtime, became popular around this time, and by the start of the 20th century it was widely popular throughout North America [3].",1,1,NA,NA,1,1,NA,,,
item-000427,a2_claim,7494804303418493420,new_old,1,Movie with the song sunshine on my shoulders?,"The movie ""Sunshine"" was broadcast on NBC television in the year 1973.","The movie ""Sunshine"" aired on NBC in 1973",1,1,NA,NA,1,1,NA,,,
item-000232,a2_case,6962706727076805207,old_old,1,What kind of car in to catch a thief?,"The kind of car used to catch a thief is called a bait car, also referred to as a decoy car, hot car, or trap car. These vehicles are specifically modified with audio/video surveillance technology and can be remotely monitored and controlled by law enforcement. They may include GPS tracking and a ""kill switch"" that allows police to remotely disable the engine and lock the doors, preventing the thief from escaping. [1][3]","- A bait car is a type of vehicle used in anti-theft operations, known by several names including decoy car, hot car, and trap car.
- Bait cars are equipped with audio and video surveillance technology for remote monitoring by law enforcement.
- Some bait cars feature GPS tracking and a kill switch mechanism to remotely disable the vehicle and lock its doors.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000459,a2_claim,7797208395147217894,old_old,3,When did west germany win the world cup?,"The 1954 World Cup victory is historically referred to as the ""miracle of Bern"".","The 1954 victory is described as a ""miracle of Bern""",1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000413,a2_claim,-4456614433280196572,old_old,1,What season does meredith and derek get married in grey's anatomy?,Meredith and Derek are married in the fifth season of the show.,Meredith and Derek get married in season five [3].,1,1,NA,NA,1,1,NA,,,
item-000332,a1_sentence,-3904805932335139116,old,1,What was the daughter's name on the jetsons?,Judy [2][4],,NA,0,0,0,NA,NA,NA,,meta_nonclaim,
item-000013,a2_claim,-5942352520455511076,new_new,4,Where can adipose tissue be found in the body?,Adipose tissue is situated between muscle fibers intermuscularly.,"Adipose tissue is located beneath the skin (subcutaneous fat) [1][4], around internal organs (visceral fat) [1][3], in bone marrow (yellow bone marrow) [1], intermuscularly [1], and in the breast tissue [1].",1,1,NA,NA,1,1,NA,,,
item-000338,a2_claim,-3904805932335139116,new_old,1,What was the daughter's name on the jetsons?,Judy Jetson is a character in the animated television series The Jetsons.,Judy Jetson [2],1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000179,a1_sentence,6619094979746662600,old,1,Who wrote brown eyes by destiny's child?,I don't know.,,NA,0,0,0,NA,NA,NA,,meta_nonclaim,
item-000362,a1_sentence,-447198893588059167,old,1,Who played the father in leave it to beaver?,"Hugh Beaumont played the father, Ward Cleaver, in Leave It to Beaver.",,1,1,1,0,NA,NA,NA,,,
item-000295,a1_sentence,-5036947181661390825,old,1,When was the vietnam veterans war memorial built?,"The Vietnam Veterans Memorial was built and dedicated on November 13, 1982 [2].",,1,1,1,0,NA,NA,NA,,,
item-000041,a2_claim,-4649654703638364295,new_new,1,Who made it through the divisional finals world of dance?,The Lab team participated in and advanced to the divisional finals stage of the World of Dance competition.,The Lab made it through the divisional finals of World of Dance,1,1,NA,NA,1,1,NA,,,
item-000345,a2_claim,-5333049627570569397,old_new,1,When did the song can't touch this come out?,"""U Can't Touch This"" was released on February 12, 1990.","The song ""U Can't Touch This"" came out on February 12, 1990",1,1,NA,NA,1,1,NA,,,
item-000383,a1_sentence,-6702031255040326279,old,1,Which of the animal is a carrier of h1n1?,Household cats are a carrier of H1N1 [1].,,1,1,1,0,NA,NA,NA,,,
item-000513,a2_claim,3643093465010420057,new_old,2,What city in texas has the highest elevation?,Del Rio has an elevation of 1425 feet above sea level.,1425 feet above sea level [4],1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000099,a2_case,-9141149438582194391,new_new,1,Who has scored the highest number of runs in test cricket?,"The evidence [2] states that the player in question is the only individual to have scored more than 30,000 runs in all forms of international cricket (Tests, ODIs, and Twenty20 Internationals). [2] specifically mentions this player as the first Indian to achieve this feat. Therefore, the player who has scored the highest number of runs in Test cricket is the one described in evidence [2]. [2]","- Evidence [2] identifies a player who has scored more than 30,000 runs across Tests, ODIs, and T20Is.
- The same evidence [2] notes that this player was the first Indian to surpass 30,000 international runs.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000520,a2_claim,-8286966211355378010,old_old,1,What is the objective of tour de france?,The Tour de France aims to identify the top cyclist.,The objective of the Tour de France is to determine the best cyclist,1,1,NA,NA,1,1,NA,,,
item-000330,a2_claim,-4873786835306543030,new_new,1,Who is the chief minister of m. p?,Captain Amarinder Singh holds the office of Chief Minister for the state of Punjab.,Captain Amarinder Singh is the Chief Minister of Punjab,1,1,NA,NA,1,1,NA,,,
item-000515,a2_claim,3643093465010420057,new_new,1,What city in texas has the highest elevation?,Del Rio is the city in Texas with the highest elevation.,The city in Texas with the highest elevation is Del Rio [3].,1,1,NA,NA,1,1,NA,,,
item-000168,a2_case,-7699606393193219666,new_new,1,Who played cowboy curtis on pee wee herman?,"Kevin Bacon played Cowboy Curtis on Pee‑Wee Herman's CBS children's television show ""Pee‑wee's Playhouse."" [2]",- Kevin Bacon portrayed the character Cowboy Curtis in the CBS children's television series Pee‑Wee's Playhouse.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000289,a2_case,-5564120845047915486,old_new,1,Where do you find a simple gear train?,"You can find a simple gear train in illustrations by the Renaissance scientist Georgius Agricola [2], which show gear trains with cylindrical teeth [1]. Additionally, gear trains are used in various mechanical systems, such as in clocks (both for the going train and striking train) [3], and in horology where a wheel train is the gear train of a clock or watch [3]. [1][2]","- Georgius Agricola illustrated a simple gear train in his works.
- The illustrations by Georgius Agricola depict gear trains having cylindrical teeth.
- Gear trains are employed in mechanical systems including clocks, specifically for the going train and striking train.
- In the field of horology, a wheel train serves as the gear train for clocks or watches.",NA,NA,NA,NA,NA,NA,partial,"lost modifying description ""Georgius Agricola is a Renaissance scientist""",fact_omission,
item-000230,a2_claim,6962706727076805207,old_old,2,What kind of car in to catch a thief?,Bait cars are equipped with audio and video surveillance technology for remote monitoring by law enforcement.,These vehicles are specifically modified with audio/video surveillance technology and can be remotely monitored and controlled by law enforcement.,1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000465,a2_claim,7797208395147217894,old_new,4,When did west germany win the world cup?,"In the 1974 World Cup final, West Germany defeated the Netherlands with a score of 2–1.",the 1974 win is noted as the team defeating the Netherlands 2–1 in the final,1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000638,a2_claim,-4995398567532229571,new_new,1,When did ragtime flourished in the united states?,"Ragtime was a popular musical genre in the United States during the late 19th century, emerging and gaining prominence from around the 1890s.","Ragtime flourished in the United States during the late 19th century, from around the 1890s onward",1,1,NA,NA,1,1,NA,,,
item-000617,a2_case,-3344541168958463110,old_old,1,Who fought with an angel in the bible?,"Jacob fought with an angel in the Bible [1][4]. The evidence [1] states that Jacob wrestling with the angel is an episode from Genesis (32:22-32), and [4] confirms that it was Jacob who wrestled with a man (identified later as God) in this encounter. [I don't know] if there are other biblical figures who fought with angels, as the provided evidence only mentions Jacob.","- Jacob fought with an angel in the Bible.
- The encounter was specifically with Jacob.",NA,NA,NA,NA,NA,NA,partial,"lost fact description ""Jacob wrestling with the angel is an episode from Genesis (32:22-32)""",fact_omission,
item-000324,a2_case,-4873786835306543030,old_old,1,Who is the chief minister of m. p?,The chief minister of Punjab (MP) is Captain Amarinder Singh [1].,- Captain Amarinder Singh holds the position of chief minister for Punjab (MP).,NA,NA,NA,NA,NA,NA,complete,none,,
item-000282,a2_claim,-5564120845047915486,old_old,3,Where do you find a simple gear train?,"Gear trains are employed in mechanical systems including clocks, specifically for the going train and striking train.","Additionally, gear trains are used in various mechanical systems, such as in clocks (both for the going train and striking train) [3]",1,1,NA,NA,1,1,NA,,,
item-000561,a2_case,6776234528515962047,old_new,1,Who is the most run in cricket history?,"The evidence [4] states that the individual who is described as ""the leading run scorer in Tests, with 15,921 runs, as well as in One-Day Internationals, with 18,426 runs"" is the most run scorer in cricket history. This person is also noted as the only player to score more than 30,000 runs in all forms of international cricket. [4]","- The described individual holds the record for the most runs scored in cricket history.
- The described individual is also noted as the only player to score more than 30,000 runs in all forms of international cricket.",NA,NA,NA,NA,NA,NA,partial,"lost fact description ""the individual who is described as ""the leading run scorer in Tests, with 15,921 runs, as well as in One-Day Internationals, with 18,426 runs""""",fact_omission,
item-000506,a2_case,-3279585462082900736,new_new,1,Who gets fired on grey's anatomy season 6?,Katherine Heigl gets fired on Grey's Anatomy season 6 [2].,"- Katherine Heigl's character, Dr. Izzie Stevens, is written out of Grey's Anatomy in season 6.",NA,NA,NA,NA,NA,NA,partial,"lost fact description ""Katherine Heigl gets fired on Grey's Anatomy season 6""",fact_omission,
item-000604,a2_case,-1062522255440685408,old_old,1,When did the first generation kindle fire come out?,The first generation Kindle Fire was released in November 2011 [1][3].,- The first generation Kindle Fire was launched in November 2011.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000461,a2_case,7797208395147217894,old_old,1,When did west germany win the world cup?,"West Germany won the World Cup in 1954 and again in 1974 [1][2]. The 1954 victory is described as a ""miracle of Bern"" [2], and the 1974 win is noted as the team defeating the Netherlands 2–1 in the final [1]. [2]","- West Germany achieved the World Cup title in 1954.
- West Germany achieved the World Cup title in 1974.
- The 1954 World Cup victory is historically referred to as the ""miracle of Bern"".
- In the 1974 World Cup final, West Germany defeated the Netherlands with a score of 2–1.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000216,a2_claim,743600309736467122,old_new,2,When was on the revolutions of the heavenly spheres published?,The work was published in the year 1543.,published in 1543,1,0,NA,NA,0,0,NA,,unresolved_reference;span_misaligned;meaning_changed,
item-000363,a1_sentence,-447198893588059167,old,2,Who played the father in leave it to beaver?,[4],,NA,0,0,0,NA,NA,NA,,citation_only,
item-000323,a2_claim,-4873786835306543030,old_old,1,Who is the chief minister of m. p?,Captain Amarinder Singh holds the position of chief minister for Punjab (MP).,The chief minister of Punjab (MP) is Captain Amarinder Singh,1,1,NA,NA,1,1,NA,,,
item-000137,a2_case,87005427005915954,new_old,1,When was the last time galway won the hurling all ireland?,Galway last won the Hurling All-Ireland title in 1987 [5].,- Galway achieved its most recent Hurling All-Ireland championship in 1987.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000038,a1_sentence,-4649654703638364295,new,1,Who made it through the divisional finals world of dance?,The Lab made it through the divisional finals of World of Dance [3].,,1,1,1,0,NA,NA,NA,,,
item-000001,a1_sentence,-5942352520455511076,old,1,Where can adipose tissue be found in the body?,"Adipose tissue can be found beneath the skin (subcutaneous fat) [1][3], around internal organs (visceral fat) [1][3], in bone marrow (yellow bone marrow) [1], intermuscularly [1], and in the breast tissue [1].",,1,1,1,0,NA,NA,NA,,,
item-000056,a2_claim,586233275728240023,old_old,1,What is the os of samsung smart tv?,Samsung smart TVs use the Tizen operating system.,The OS of Samsung smart TVs is Tizen,1,1,NA,NA,1,1,NA,,,
item-000339,a2_case,-3904805932335139116,new_old,1,What was the daughter's name on the jetsons?,Judy Jetson [2],- Judy Jetson is a character in the animated television series The Jetsons.,NA,NA,NA,NA,NA,NA,NA,no facts in a1,,
item-000369,a2_claim,-447198893588059167,new_old,1,Who played the father in leave it to beaver?,"Hugh Beaumont portrayed the character Ward Cleaver in the television series ""Leave It to Beaver"".","Hugh Beaumont played the father, Ward Cleaver, in ""Leave It to Beaver""",1,1,NA,NA,1,1,NA,,,
item-000387,a2_case,-6702031255040326279,old_old,1,Which of the animal is a carrier of h1n1?,"Household cats are a carrier of H1N1 [1]. Additionally, dogs, ferrets, swine (including turkeys), and a cheetah have also been reported to carry the H1N1 virus [1].","- Household cats can carry the H1N1 virus.
- Dogs, ferrets, swine (such as turkeys), and a cheetah have been reported to carry the H1N1 virus.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000347,a1_sentence,-5333049627570569397,new,1,When did the song can't touch this come out?,"The song ""U Can't Touch This"" came out on February 12, 1990 [3][4].",,1,1,1,0,NA,NA,NA,,,
item-000518,a1_sentence,-8286966211355378010,old,1,What is the objective of tour de france?,"The objective of the Tour de France is to determine the best cyclist through a series of day-long stages over 23 days, with the rider having the lowest cumulative finishing times becoming the leader of the race.",,0,1,1,0,NA,NA,NA,,multi_fact,
item-000145,a1_sentence,-5116644172939113883,new,1,Who raps in the gorillaz song clint eastwood?,"Del the Funky Homosapien raps the verses in the Gorillaz song ""Clint Eastwood"" [1][2].",,1,1,1,0,NA,NA,NA,,,
item-000124,a2_case,7150599999316106461,old_new,1,Who was the first singing brothers in the hall of fame?,"The Everly Brothers were the first singing brothers inducted into the Rock and Roll Hall of Fame in 1986 [1]. They were also inducted into the Country Music Hall of Fame in 2001 [5]. The evidence [1] directly states their induction into the Rock and Roll Hall of Fame, which answers the question about who was the first singing brothers in the hall of fame.","- The Everly Brothers were the first singing brothers to be inducted into the Rock and Roll Hall of Fame, which occurred in 1986.
- The Everly Brothers were inducted into the Country Music Hall of Fame in 2001.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000106,a2_case,-99543908387769967,old_old,1,Who does sansa marry on game of thrones?,"Sansa marries Tyrion Lannister on Game of Thrones [5]. However, there are multiple marriages mentioned in the evidence: she is initially set to marry Willas Tyrell [1], then later marries Ramsay Bolton [4], and finally agrees to marry Tyrion Lannister [5]. The evidence suggests that the most significant and final marriage depicted is with Tyrion Lannister. [5]","- Sansa Stark marries Tyrion Lannister in the television series Game of Thrones.
- Sansa Stark was initially arranged to marry Willas Tyrell.",NA,NA,NA,NA,NA,NA,partial,"lost fact description ""Sansa Stark later marries Ramsay Bolton""",fact_omission,
item-000336,a2_case,-3904805932335139116,old_new,1,What was the daughter's name on the jetsons?,Judy [2][4],- The name 'Judy' is mentioned in sources labeled 2 and 4.,NA,NA,NA,NA,NA,NA,NA,no facts in a1,,
item-000544,a2_case,4150448921344430432,old_old,1,Who were the original twins in everybody loves raymond?,The original twins in Everybody Loves Raymond were Matthew and Gregory [5]. They were later renamed to Geoffrey and Michael on screen [5]. [5],"- Matthew and Gregory were the original twins in the television show Everybody Loves Raymond.
- Matthew and Gregory were later renamed to Geoffrey and Michael for the show's on-screen presentation.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000264,a2_case,732619765350082410,new_new,1,When did toronto host the mlb all-star game?,"The Toronto Blue Jays hosted the Major League Baseball All-Star Game on July 9, 1991 [1].","- The Toronto Blue Jays were the host team for the Major League Baseball All-Star Game on July 9, 1991.",NA,NA,NA,NA,NA,NA,complete,none,,
item-000285,a2_claim,-5564120845047915486,old_new,1,Where do you find a simple gear train?,Georgius Agricola illustrated a simple gear train in his works.,You can find a simple gear train in illustrations by the Renaissance scientist Georgius Agricola [2],1,1,NA,NA,1,1,NA,,,
item-000201,a2_claim,6514531923811923780,old_old,1,When does disney's food and wine festival end?,"The Disney's Food and Wine Festival also concluded on November 12, 2018.","and also ends on November 12th, 2018",1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000337,a1_sentence,-3904805932335139116,new,1,What was the daughter's name on the jetsons?,Judy Jetson [2],,NA,0,0,0,NA,NA,NA,,meta_nonclaim,
item-000209,a2_claim,6514531923811923780,new_new,1,When does disney's food and wine festival end?,The festival concludes on November 13.,The Epcot International Food & Wine Festival ends on November 13,1,0,NA,NA,1,1,NA,,unresolved_reference,
item-000371,a2_claim,-447198893588059167,new_new,1,Who played the father in leave it to beaver?,"Hugh Beaumont portrayed the character Ward Cleaver in the television series ""Leave It to Beaver"".","Hugh Beaumont played the father, Ward Cleaver, in ""Leave It to Beaver""",1,1,NA,NA,1,1,NA,,,
item-000107,a2_claim,-99543908387769967,old_new,1,Who does sansa marry on game of thrones?,Sansa Stark marries Tyrion Lannister in the television series Game of Thrones.,Sansa marries Tyrion Lannister on Game of Thrones [5].,1,1,NA,NA,1,1,NA,,,
item-000405,a2_claim,4183252176965080529,old_new,3,When does the new independence day come out?,"After multiple rescheduling events, the final confirmed release date for Independence Day: Resurgence was June 24, 2016.","with the final release date announced as June 24, 2016",1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000415,a2_claim,-4456614433280196572,old_new,1,What season does meredith and derek get married in grey's anatomy?,Meredith and Derek are married in the fifth season of the show.,Meredith and Derek get married in season five [3].,1,0,NA,NA,1,1,NA,,unresolved_reference,
item-000197,a2_claim,-2585133819352441604,new_new,1,Name of first episode of this is us?,The title of the first episode of the TV series This Is Us is Remember.,"The first episode of This Is Us is called ""Remember""",1,1,NA,NA,1,1,NA,,,
item-000491,a2_case,6257465985316109835,old_new,1,Who is the main character in liv and maddie?,The main character in Liv and Maddie is Liv Rooney [1][3].,- Liv Rooney is the main character in the television series Liv and Maddie.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000370,a2_case,-447198893588059167,new_old,1,Who played the father in leave it to beaver?,"Hugh Beaumont played the father, Ward Cleaver, in ""Leave It to Beaver"" [4].","- Hugh Beaumont portrayed the character Ward Cleaver in the television series ""Leave It to Beaver"".",NA,NA,NA,NA,NA,NA,complete,none,,
item-000097,a2_claim,-9141149438582194391,new_new,1,Who has scored the highest number of runs in test cricket?,"Evidence [2] identifies a player who has scored more than 30,000 runs across Tests, ODIs, and T20Is.","The evidence [2] states that the player in question is the only individual to have scored more than 30,000 runs in all forms of international cricket (Tests, ODIs, and Twenty20 Internationals).",NA,1,NA,NA,1,1,NA,,meta_nonclaim,
item-000084,a2_claim,-9141149438582194391,old_old,3,Who has scored the highest number of runs in test cricket?,"The player is the only one to have scored more than 30,000 runs across Tests, ODIs, and Twenty20s.","He is also the only player to have scored more than 30,000 runs in all forms of international cricket (Tests, ODIs, and Twenty20s).",1,0,NA,NA,1,1,NA,,unresolved_reference,
item-000176,a2_case,1763163294931046731,new_old,1,Who played violet rutherford on leave it to beaver?,"Veronica Cartwright played Violet Rutherford on ""Leave It to Beaver"" [4].","- Veronica Cartwright portrayed the character Violet Rutherford in the television series ""Leave It to Beaver"".",NA,NA,NA,NA,NA,NA,complete,none,,
item-000325,a2_claim,-4873786835306543030,old_new,1,Who is the chief minister of m. p?,Captain Amarinder Singh holds the position of chief minister for Punjab (MP).,The chief minister of Punjab (MP) is Captain Amarinder Singh,1,1,NA,NA,1,1,NA,,,
item-000234,a2_claim,6962706727076805207,old_new,2,What kind of car in to catch a thief?,Bait cars are equipped with audio and video surveillance technology for remote monitoring by law enforcement.,These vehicles are specifically modified with audio/video surveillance technology and can be remotely monitored and controlled by law enforcement.,1,1,NA,NA,0,0,NA,,span_misaligned;meaning_changed,
item-000588,a2_case,2469112227919120438,new_new,1,The creation of the senate was based on the?,The creation of the United States Senate was based on the United States Constitution [2].,- The United States Senate was established by the United States Constitution.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000173,a2_case,1763163294931046731,old_new,1,Who played violet rutherford on leave it to beaver?,Veronica Cartwright played Violet Rutherford on Leave It to Beaver [2].,- Veronica Cartwright portrayed the character Violet Rutherford in the television series Leave It to Beaver.,NA,NA,NA,NA,NA,NA,complete,none,,
item-000195,a2_claim,-2585133819352441604,new_old,1,Name of first episode of this is us?,The title of the first episode of the TV series This Is Us is Remember.,"The first episode of This Is Us is called ""Remember""",1,1,NA,NA,1,1,NA,,,
item-000174,a1_sentence,1763163294931046731,new,1,Who played violet rutherford on leave it to beaver?,"Veronica Cartwright played Violet Rutherford on ""Leave It to Beaver"" [4].",,1,1,1,0,NA,NA,NA,,,
